month,branch_id,disbursements,collections,portfolio,operating_expenses,digital_transactions,portfolio_growth,collection_rate
2022-02,BR050,14100000.0,21041726,196014246,1518440,267,-6941726.0,1.0734794245516215
2022-03,BR001,12400000.0,18205603,180609359,1302798,251,-5805603.0,1.0080099448224051
2022-03,BR002,9900000.0,15826338,145353617,1189251,233,-5926338.0,1.0888162487212134
2022-03,BR003,8800000.0,15657001,141779174,887454,300,-6857001.0,1.104323051000424
2022-03,BR004,5400000.0,11970824,121182525,900204,282,-6570824.0,0.9878341782365073
2022-03,BR005,16700000.0,34451494,326225605,2784239,153,-17751494.0,1.0560634564537017
2022-03,BR006,14000000.0,19570569,191547104,1579747,164,-5570569.0,1.0217105135664175
2022-03,BR007,14000000.0,24442831,246497494,1950714,161,-10442831.0,0.9916056590822785
2022-03,BR008,10500000.0,24681609,240389783,1396745,80,-14181609.0,1.026732862436171
2022-03,BR009,7900000.0,16157143,160069972,1438140,271,-8257143.0,1.0093800103869575
2022-03,BR010,10800000.0,17693101,185347920,1464946,293,-6893101.0,0.9545885920921044
2022-03,BR011,7300000.0,16580029,147037185,1016533,170,-9280029.0,1.1276078904802211
2022-03,BR012,13200000.0,26838717,230576131,2044024,295,-13638717.0,1.1639850527286364
2022-03,BR013,8800000.0,18161633,183006807,1439932,148,-9361633.0,0.9924020476462387
2022-03,BR014,16500000.0,31338533,275961526,2093533,236,-14838533.0,1.1356123969252148
2022-03,BR015,9600000.0,14506260,148887306,1010154,73,-4906260.0,0.9743114030151099
2022-03,BR016,15700000.0,25187209,223193713,2057153,168,-9487209.0,1.1284909714280347
2022-03,BR017,6000000.0,12208848,105182267,885887,94,-6208848.0,1.160732540590706
2022-03,BR018,9000000.0,12338653,123430914,961236,91,-3338653.0,0.9996404142320456
2022-03,BR019,16400000.0,25483428,247395284,1975263,85,-9083428.0,1.0300692716519204
2022-03,BR020,12800000.0,15811306,142420359,1183517,153,-3011306.0,1.1101857986469477
2022-03,BR021,9500000.0,24576558,220984245,1648781,154,-15076558.0,1.112140732023679
2022-03,BR022,11500000.0,20611897,180237733,1320560,209,-9111897.0,1.1435949985012295
2022-03,BR023,9300000.0,18669657,163122119,1240198,130,-9369657.0,1.1445202596957436
2022-03,BR024,16900000.0,31220082,278751005,2036625,149,-14320082.0,1.1199989036810827
2022-03,BR025,5900000.0,12959377,117461279,808295,179,-7059377.0,1.1032892805466556
2022-03,BR026,17100000.0,21273132,213213171,1449958,188,-4173132.0,0.9977400504962237
2022-03,BR027,10300000.0,21901902,190467895,1170961,114,-11601902.0,1.1498999345795258
2022-03,BR028,15900000.0,25634196,228319530,1453197,242,-9734196.0,1.1227333903499188
2022-03,BR029,11500000.0,29987739,293568381,2227343,155,-18487739.0,1.0214907647019382
2022-03,BR030,8600000.0,13703546,137652761,1363032,71,-5103546.0,0.9955155203897434
2022-03,BR031,22300000.0,31829971,320018968,2868584,107,-9529971.0,0.9946276371968051
2022-03,BR032,18000000.0,33893433,306350427,2336356,105,-15893433.0,1.1063615393622415
2022-03,BR033,15000000.0,26121088,261178847,1605142,94,-11121088.0,1.0001226477579173
2022-03,BR034,14700000.0,34634965,344288522,2081567,56,-19934965.0,1.0059866300160887
2022-03,BR035,10600000.0,12366915,123532657,1073821,53,-1766915.0,1.001104914306182
2022-03,BR036,12400000.0,32866418,293990905,1871063,256,-20466418.0,1.1179399580405387
2022-03,BR037,20000000.0,26680130,280340778,2136466,151,-6680130.0,0.9517035013721764
2022-03,BR038,15900000.0,24949199,266881813,2043268,209,-9049199.0,0.9348407341642272
2022-03,BR039,6100000.0,12854607,115532331,937167,234,-6754607.0,1.112641534082784
2022-03,BR040,22500000.0,33840393,306301900,2500916,241,-11340393.0,1.104805193830009
2022-03,BR041,9900000.0,13736927,122520342,1017335,261,-3836927.0,1.1211956133782257
2022-03,BR042,18200000.0,25394833,242235883,2425844,268,-7194833.0,1.048351412082082
2022-03,BR043,19100000.0,30500139,285638441,2416970,284,-11400139.0,1.0677883163491988
2022-03,BR044,6300000.0,12439475,117175680,925199,126,-6139475.0,1.061608944791274
2022-03,BR045,22500000.0,30037818,272844514,2795982,158,-7537818.0,1.1009133942125
2022-03,BR046,11000000.0,24291257,241794801,1634386,100,-13291257.0,1.0046227999749258
2022-03,BR047,15000000.0,31349254,312534486,2872324,97,-16349254.0,1.0030654345133612
2022-03,BR048,16000000.0,29082193,265089992,1747517,117,-13082193.0,1.0970686890359858
2022-03,BR049,16900000.0,20825378,223208854,2044833,221,-3925378.0,0.9329996380878331
2022-03,BR050,13400000.0,19800278,189613968,1548523,220,-6400278.0,1.0442415297168401
2022-04,BR001,13500000.0,16450659,177658700,1765851,159,-2950659.0,0.9259697948932419
2022-04,BR002,6200000.0,15359475,136194142,1062631,158,-9159475.0,1.1277632631218455
2022-04,BR003,9000000.0,13333756,137445418,1084281,125,-4333756.0,0.9701128050700096
2022-04,BR004,4600000.0,10937500,114845025,953898,85,-6337500.0,0.9523703791261311
2022-04,BR005,22200000.0,30645810,317779795,2693045,106,-8445810.0,0.9643725146213277
2022-04,BR006,13000000.0,20425532,184121572,1565161,84,-7425532.0,1.1093502938373783
2022-04,BR007,20500000.0,23099252,243898242,2107046,288,-2599252.0,0.9470856292600911
2022-04,BR008,15800000.0,22000643,234189140,1771673,64,-6200643.0,0.9394390790281736
2022-04,BR009,12600000.0,15082202,157587770,1280617,108,-2482202.0,0.9570667825301418
2022-04,BR010,12100000.0,20126514,177321406,1689566,193,-8026514.0,1.1350301384368675
2022-04,BR011,9000000.0,15265229,140771956,932881,118,-6265229.0,1.0843941814660867
2022-04,BR012,10900000.0,20974783,220501348,1544329,77,-10074783.0,0.951231509024607
2022-04,BR013,13300000.0,18976994,177329813,1867270,255,-5676994.0,1.0701524847375776
2022-04,BR014,20700000.0,28170779,268490747,2491475,143,-7470779.0,1.0492271824920654
2022-04,BR015,9600000.0,15924851,142562455,1105884,84,-6324851.0,1.1170438247573669
2022-04,BR016,12000000.0,21452906,213740807,1604368,67,-9452906.0,1.00368789194288
2022-04,BR017,5600000.0,10575564,100206703,1023311,53,-4975564.0,1.0553749084030835
2022-04,BR018,6400000.0,11258462,118572452,1055471,195,-4858462.0,0.9495006479245279
2022-04,BR019,12900000.0,24380312,235914972,1906880,196,-11480312.0,1.0334364026713827
2022-04,BR020,10000000.0,13105262,139315097,1328192,178,-3105262.0,0.9406921634630883
2022-04,BR021,14600000.0,22300537,213283708,1620224,207,-7700537.0,1.045580893595492
2022-04,BR022,9700000.0,19075547,170862186,1089976,250,-9375547.0,1.1164288276166616
2022-04,BR023,10100000.0,15937486,157284633,1522248,81,-5837486.0,1.0132894546665598
2022-04,BR024,17800000.0,29060441,267490564,2673188,122,-11260441.0,1.086409949025342
2022-04,BR025,4900000.0,11049403,111311876,974587,56,-6149403.0,0.9926526617878579
2022-04,BR026,10300000.0,22148630,201364541,1863276,294,-11848630.0,1.099927022404605
2022-04,BR027,10400000.0,18100601,182767294,1632499,177,-7700601.0,0.9903632429990454
2022-04,BR028,10900000.0,24636712,214582818,1761823,125,-13736712.0,1.148121374750517
2022-04,BR029,16600000.0,31407344,278761037,1805003,245,-14807344.0,1.1266762506698522
2022-04,BR030,10800000.0,14074993,134377768,1021736,67,-3274993.0,1.047419763662096
2022-04,BR031,23800000.0,29511763,314307205,2588230,192,-5711763.0,0.9389464361785789
2022-04,BR032,14500000.0,30345376,290505051,1929385,126,-15845376.0,1.0445730941869233
2022-04,BR033,12500000.0,24554875,249123972,1632684,58,-12054875.0,0.985648823871514
2022-04,BR034,14900000.0,33795010,325393512,2868304,51,-18895010.0,1.0385889316686805
2022-04,BR035,7500000.0,12232028,118800629,1137513,67,-4732028.0,1.0296265350581604
2022-04,BR036,16200000.0,28034842,282156063,1713034,107,-11834842.0,0.9935934639122038
2022-04,BR037,16700000.0,27990179,269050599,2154914,264,-11290179.0,1.0403314136461
2022-04,BR038,13800000.0,25585470,255096343,2128506,84,-11785470.0,1.002972825839373
2022-04,BR039,5300000.0,12483825,108348506,669185,200,-7183825.0,1.1521917062705045
2022-04,BR040,17900000.0,31456063,292745837,2101847,223,-13556063.0,1.0745178589849596
2022-04,BR041,8700000.0,12932015,118288327,1191549,245,-4232015.0,1.0932621441167225
2022-04,BR042,18600000.0,26061946,234773937,2619366,212,-7461946.0,1.1100868492059235
2022-04,BR043,16800000.0,26719631,275718810,2300180,136,-9919631.0,0.9690898854525014
2022-04,BR044,9800000.0,12093510,114882170,1191490,71,-2293510.0,1.052688158658563
2022-04,BR045,19700000.0,29047620,263496894,2726252,100,-9347620.0,1.1023894649779058
2022-04,BR046,16800000.0,23632617,234962184,2244823,67,-6832617.0,1.0058051299012438
2022-04,BR047,15100000.0,30308939,297325547,2343765,78,-15208939.0,1.019385629853058
2022-04,BR048,15500000.0,25420510,255169482,1906967,157,-9920510.0,0.9962206217121214
2022-04,BR049,12700000.0,21866977,214041877,2267694,151,-9166977.0,1.0216214371919379
2022-04,BR050,12400000.0,19222420,182791548,1534705,211,-6822420.0,1.05160332686717
2022-05,BR001,9400000.0,16491121,170567579,1647122,254,-7091121.0,0.9668379592818163
2022-05,BR002,10400000.0,12972004,133622138,1235762,279,-2572004.0,0.9707975185968061
2022-05,BR003,9600000.0,12384621,134660797,994007,80,-2784621.0,0.9196901604555332
2022-05,BR004,4500000.0,12018023,107327002,806518,191,-7518023.0,1.1197576356414016
2022-05,BR005,14000000.0,33116931,298662864,2815139,139,-19116931.0,1.108839932640571
2022-05,BR006,9000000.0,19363747,173757825,1156278,177,-10363747.0,1.1144100704529423
2022-05,BR007,15200000.0,26114354,232983888,1691928,266,-10914354.0,1.1208652333933065
2022-05,BR008,11300000.0,21325767,224163373,1641997,160,-10025767.0,0.9513493089702928
2022-05,BR009,12600000.0,15097422,155090348,1273503,232,-2497422.0,0.9734598055064007
2022-05,BR010,15600000.0,18595913,174325493,1423138,298,-2995913.0,1.0667351446985438
2022-05,BR011,9300000.0,15082151,134989805,1157925,295,-5782151.0,1.1172807457570593
2022-05,BR012,15500000.0,20589367,215411981,2111538,112,-5089367.0,0.9558134558912951
2022-05,BR013,15500000.0,18422505,174407308,1769406,118,-2922505.0,1.0562920333590609
2022-05,BR014,14700000.0,26386025,256804722,2768631,275,-11686025.0,1.0274742923146092
2022-05,BR015,5700000.0,14417342,133845113,1184668,122,-8717342.0,1.0771661121463583
2022-05,BR016,14900000.0,21198897,207441910,1868913,194,-6298897.0,1.0219196786223188
2022-05,BR017,7700000.0,10783236,97123467,1038101,288,-3083236.0,1.1102606129165467
2022-05,BR018,9200000.0,11229793,116542659,814610,67,-2029793.0,0.963577894683182
2022-05,BR019,14500000.0,23437660,226977312,2080181,211,-8937660.0,1.0325992405796045
2022-05,BR020,8800000.0,15200319,132914778,1084109,67,-6400319.0,1.143613917784221
2022-05,BR021,9300000.0,22011242,200572466,1357350,141,-12711242.0,1.0974209191804023
2022-05,BR022,9500000.0,15980363,164381823,1394161,257,-6480363.0,0.9721490313439339
2022-05,BR023,7700000.0,17021648,147962985,1256104,246,-9321648.0,1.1503990677127796
2022-05,BR024,22500000.0,25134710,264855854,2706087,117,-2634710.0,0.9489958262353528
2022-05,BR025,7400000.0,10209352,108502524,964893,140,-2809352.0,0.9409322127842851
2022-05,BR026,16600000.0,20804825,197159716,1852757,78,-4204825.0,1.0552269714164124
2022-05,BR027,12300000.0,16904467,178162827,1437200,275,-4604467.0,0.9488212151011727
2022-05,BR028,16400000.0,23554922,207427896,2111954,277,-7154922.0,1.1355715626600194
2022-05,BR029,18100000.0,28658246,268202791,2055641,119,-10558246.0,1.0685289997597378
2022-05,BR030,7800000.0,13975228,128202540,1050915,230,-6175228.0,1.0900897907326954
2022-05,BR031,20100000.0,31799230,302607975,2093510,248,-11699230.0,1.0508391261003613
2022-05,BR032,21000000.0,26388573,285116478,1819510,162,-5388573.0,0.9255365801761903
2022-05,BR033,11100000.0,25649152,234574820,1655677,159,-14549152.0,1.0934315967928698
2022-05,BR034,21100000.0,33314895,313178617,2324215,119,-12214895.0,1.0637665917018848
2022-05,BR035,10900000.0,10991650,118708979,1226567,295,-91650.0,0.9259324856968064
2022-05,BR036,15800000.0,28561817,269394246,2503685,245,-12761817.0,1.060223721333677
2022-05,BR037,15100000.0,25746716,258403883,1973986,71,-10646716.0,0.9963749654644315
2022-05,BR038,14600000.0,23321613,246374730,2428153,214,-8721613.0,0.9465911134636251
2022-05,BR039,8000000.0,11148012,105200494,821076,279,-3148012.0,1.059691982054761
2022-05,BR040,24400000.0,29326861,287818976,2032376,172,-4926861.0,1.018934241500463
2022-05,BR041,9400000.0,12746608,114941719,1041572,202,-3346608.0,1.1089627083095912
2022-05,BR042,17400000.0,25511744,226662193,1858078,253,-8111744.0,1.1255403321717619
2022-05,BR043,23900000.0,25375207,274243603,2237463,255,-1475207.0,0.9252798140928742
2022-05,BR044,10300000.0,11692979,113489191,1075778,92,-1392979.0,1.0303165347262013
2022-05,BR045,22600000.0,28636555,257460339,2076748,102,-6036555.0,1.112270538880942
2022-05,BR046,13600000.0,22865804,225696380,2232182,249,-9265804.0,1.0131223194629884
2022-05,BR047,17800000.0,32474435,282651112,2103275,57,-14674435.0,1.148922952052635
2022-05,BR048,15800000.0,23680300,247289182,1896334,174,-7880300.0,0.9575954681268668
2022-05,BR049,18600000.0,19479683,213162194,1604020,137,-879683.0,0.9138432399508891
2022-05,BR050,14700000.0,17149338,180342210,1479822,197,-2449338.0,0.9509331176544858
2022-06,BR001,11100000.0,15604010,166063569,1282146,273,-4504010.0,0.9396407709387481
2022-06,BR002,9700000.0,13854293,129467845,1160515,214,-4154293.0,1.0700952811873867
2022-06,BR003,6300000.0,12654623,128306174,1050769,246,-6354623.0,0.9862832477570409
2022-06,BR004,6000000.0,11795869,101531133,723242,158,-5795869.0,1.1617982239989382
2022-06,BR005,19000000.0,31312730,286350134,2577632,179,-12312730.0,1.093511973002953
2022-06,BR006,13100000.0,17021923,169835902,1637541,96,-3921923.0,1.0022570492780731
2022-06,BR007,11500000.0,22434655,222049233,1869955,293,-10934655.0,1.0103459803439176
2022-06,BR008,10900000.0,22333300,212730073,1882798,253,-11433300.0,1.049842163124722
2022-06,BR009,7900000.0,15489814,147500534,1220532,76,-7589814.0,1.0501530794458005
2022-06,BR010,13700000.0,18034879,169990614,1418507,279,-4334879.0,1.0609338113220768
2022-06,BR011,9700000.0,13440844,131248961,1209709,50,-3740844.0,1.0240724115141755
2022-06,BR012,10700000.0,22209723,203902258,1607526,149,-11509723.0,1.0892337935757435
2022-06,BR013,12100000.0,16290647,170216661,1672560,151,-4190647.0,0.9570536106333327
2022-06,BR014,22200000.0,24067312,254937410,2146236,78,-1867312.0,0.9440478743390387
2022-06,BR015,9400000.0,14487357,128757756,1171143,55,-5087357.0,1.1251638309073977
2022-06,BR016,12300000.0,19381201,200360709,2010432,252,-7081201.0,0.9673154530512266
2022-06,BR017,7900000.0,8880516,96142951,815084,289,-980516.0,0.9236783256216049
2022-06,BR018,6800000.0,12438251,110904408,1156283,65,-5638251.0,1.1215290018048696
2022-06,BR019,11700000.0,23735260,214942052,2152931,74,-12035260.0,1.1042632085786543
2022-06,BR020,7100000.0,12735929,127278849,1514865,231,-5635929.0,1.0006320060295328
2022-06,BR021,15900000.0,20160535,196311931,1382845,291,-4260535.0,1.02696432648304
2022-06,BR022,8600000.0,15600677,157381146,1345504,285,-7000677.0,0.9912672131641486
2022-06,BR023,7800000.0,13700944,142062041,1505464,267,-5900944.0,0.9644338419719028
2022-06,BR024,20400000.0,28705205,256550649,2208631,217,-8305205.0,1.1188903677261794
2022-06,BR025,7900000.0,10402753,105999771,742497,283,-2502753.0,0.9813939126340187
2022-06,BR026,10100000.0,18675820,188583896,1724491,107,-8575820.0,0.9903189188540255
2022-06,BR027,7700000.0,17244426,168618401,1391482,155,-9544426.0,1.022689451313205
2022-06,BR028,10400000.0,19343284,198484612,1947363,163,-8943284.0,0.9745482939503644
2022-06,BR029,15900000.0,29481206,254621585,1603841,250,-13581206.0,1.157843943199081
2022-06,BR030,8000000.0,12370005,123832535,1395691,189,-4370005.0,0.9989301276922095
2022-06,BR031,18500000.0,32586758,288521217,2568065,78,-14086758.0,1.129440612334586
2022-06,BR032,11200000.0,31010789,265305689,2025358,289,-19810789.0,1.168870110433252
2022-06,BR033,15300000.0,25289429,224585391,1729413,57,-9989429.0,1.1260496013295895
2022-06,BR034,15900000.0,29420584,299658033,2102428,139,-13520584.0,0.9818052833577801
2022-06,BR035,8800000.0,11255170,116253809,1084815,209,-2455170.0,0.9681549444973454
2022-06,BR036,14900000.0,27518167,256776079,2427368,147,-12618167.0,1.0716795391209317
2022-06,BR037,16600000.0,28233255,246770628,2169381,250,-11633255.0,1.1441092170823506
2022-06,BR038,17300000.0,23317808,240356922,2766543,136,-6017808.0,0.9701325764189973
2022-06,BR039,4500000.0,10857008,98843486,954023,132,-6357008.0,1.098403995990186
2022-06,BR040,19400000.0,29650547,277568429,2464588,53,-10250547.0,1.0682247655766355
2022-06,BR041,8200000.0,10886090,112255629,1018050,70,-2686090.0,0.969758941887894
2022-06,BR042,13500000.0,21463267,218698926,2158185,82,-7963267.0,0.9814070600419866
2022-06,BR043,18000000.0,29974716,262268887,2407145,101,-11974716.0,1.1429001870130329
2022-06,BR044,9400000.0,11061969,111827222,1166213,136,-1661969.0,0.9892018063365644
2022-06,BR045,18800000.0,23568384,252691955,2146706,195,-4768384.0,0.9326922972280617
2022-06,BR046,18500000.0,23601717,220594663,1986190,64,-5101717.0,1.0699133278668669
2022-06,BR047,22100000.0,29425547,275325565,2449693,204,-7325547.0,1.068754621460597
2022-06,BR048,15200000.0,23922469,238566713,1493340,157,-8722469.0,1.0027580419402433
2022-06,BR049,11800000.0,23001207,201960987,1660568,135,-11201207.0,1.1388935725492368
2022-06,BR050,11500000.0,16323986,175518224,1780995,233,-4823986.0,0.9300450761169962
2022-07,BR001,12200000.0,15698796,162564773,1827859,135,-3498796.0,0.965694824917573
2022-07,BR002,6000000.0,12767011,122700834,1290822,147,-6767011.0,1.040499121627812
2022-07,BR003,8100000.0,13096829,123309345,1195742,240,-4996829.0,1.0621116347670163
2022-07,BR004,5000000.0,10736513,95794620,896236,217,-5736513.0,1.1207845492784458
2022-07,BR005,15400000.0,31180663,270569471,2877608,268,-15780663.0,1.1524087652889707
2022-07,BR006,11700000.0,18183185,163352717,1237444,292,-6483185.0,1.1131241239164695
2022-07,BR007,15400000.0,21311180,216138053,2172594,283,-5911180.0,0.9859985182710977
2022-07,BR008,12100000.0,22090702,202739371,1473487,101,-9990702.0,1.0896108580705817
2022-07,BR009,8100000.0,14534982,141065552,1400915,107,-6434982.0,1.0303707598294443
2022-07,BR010,15500000.0,17706637,167783977,1426032,60,-2206637.0,1.0553234770445332
2022-07,BR011,6800000.0,13102976,124945985,978086,284,-6302976.0,1.0486912404588271
